# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-07-31 15:17:49 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08096500 Brazos Rv at Waco, TX
# -----------------------------------------------------------------------------------
#
# Data provided for site 08096500
#            TS   parameter     statistic     Description
#        135077       00060     00001     Discharge, cubic feet per second (Maximum)
#        135078       00060     00002     Discharge, cubic feet per second (Minimum)
#        135079       00060     00003     Discharge, cubic feet per second (Mean)
#        135080       00065     00001     Gage height, feet (Maximum)
#        135081       00065     00002     Gage height, feet (Minimum)
#        135082       00065     00003     Gage height, feet (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
#    91  Daily mean calculated from data on this day matches published daily mean within 1 percent
#    92  Daily mean calculated from data on this day matches published daily mean within 5 percent
#    93  Daily mean calculated from data on this day matches published daily mean within 10 percent
# 
agency_cd	site_no	datetime	135077_00060_00001	135077_00060_00001_cd	135078_00060_00002	135078_00060_00002_cd	135079_00060_00003	135079_00060_00003_cd	135080_00065_00001	135080_00065_00001_cd	135081_00065_00002	135081_00065_00002_cd	135082_00065_00003	135082_00065_00003_cd
USGS	08096500	1917-12-22					28.0	A						
USGS	08096500	1917-12-23					28.0	A						
USGS	08096500	1917-12-24					37.0	A						
USGS	08096500	1917-12-25					37.0	A						
USGS	08096500	1917-12-26					37.0	A						
USGS	08096500	1917-12-27					32.0	A						
USGS	08096500	1917-12-28					37.0	A						
USGS	08096500	1917-12-29					37.0	A						
USGS	08096500	1917-12-30					13.0	A						
USGS	08096500	1917-12-31					13.0	A						
USGS	08096500	1918-01-01					28.0	A						
USGS	08096500	1918-01-02					28.0	A						
USGS	08096500	1918-01-03					35.0	A						
USGS	08096500	1918-01-04					35.0	A						
USGS	08096500	1918-01-05					22.0	A						
USGS	08096500	1918-01-06					18.0	A						
USGS	08096500	1918-01-07					32.0	A						
USGS	08096500	1918-01-08					22.0	A						
USGS	08096500	1918-01-09					28.0	A						
USGS	08096500	1918-01-10					22.0	A						
USGS	08096500	1918-01-11					50.0	A						
USGS	08096500	1918-01-12					46.0	A						
USGS	08096500	1918-01-13					55.0	A						
USGS	08096500	1918-01-14					178	A						
USGS	08096500	1918-01-15					50.0	A						
USGS	08096500	1918-01-16					72.0	A						
USGS	08096500	1918-01-17					50.0	A						
USGS	08096500	1918-01-18					50.0	A						
USGS	08096500	1918-01-19					50.0	A						
USGS	08096500	1918-01-20					50.0	A						
USGS	08096500	1918-01-21					42.0	A						
USGS	08096500	1918-01-22					37.0	A						
USGS	08096500	1918-01-23					42.0	A						
USGS	08096500	1918-01-24					46.0	A						
USGS	08096500	1918-01-25					46.0	A						
USGS	08096500	1918-01-26					46.0	A						
USGS	08096500	1918-01-27					37.0	A						
USGS	08096500	1918-01-28					42.0	A						
USGS	08096500	1918-01-29					37.0	A						
USGS	08096500	1918-01-30					37.0	A						
USGS	08096500	1918-01-31					37.0	A						
USGS	08096500	1918-02-01					39.0	A						
USGS	08096500	1918-02-02					37.0	A						
USGS	08096500	1918-02-03					35.0	A						
USGS	08096500	1918-02-04					37.0	A						
USGS	08096500	1918-02-05					28.0	A						
USGS	08096500	1918-02-06					28.0	A						
USGS	08096500	1918-02-07					28.0	A						
USGS	08096500	1918-02-08					28.0	A						
USGS	08096500	1918-02-09					28.0	A						
USGS	08096500	1918-02-10					26.0	A						
USGS	08096500	1918-02-11					28.0	A						
USGS	08096500	1918-02-12					28.0	A						
USGS	08096500	1918-02-13					33.0	A						
USGS	08096500	1918-02-14					28.0	A						
USGS	08096500	1918-02-15					28.0	A						
USGS	08096500	1918-02-16					28.0	A						
USGS	08096500	1918-02-17					28.0	A						
USGS	08096500	1918-02-18					22.0	A						
USGS	08096500	1918-02-19					22.0	A						
USGS	08096500	1918-02-20					22.0	A						
USGS	08096500	1918-02-21					22.0	A						
USGS	08096500	1918-02-22					22.0	A						
USGS	08096500	1918-02-23					22.0	A						
USGS	08096500	1918-02-24					23.0	A						
USGS	08096500	1918-02-25					21.0	A						
USGS	08096500	1918-02-26					18.0	A						
USGS	08096500	1918-02-27					14.0	A						
USGS	08096500	1918-02-28					16.0	A						
USGS	08096500	1918-03-01					23.0	A						
USGS	08096500	1918-03-02					23.0	A						
USGS	08096500	1918-03-03					46.0	A						
USGS	08096500	1918-03-04					53.0	A						
USGS	08096500	1918-03-05					42.0	A						
USGS	08096500	1918-03-06					39.0	A						
USGS	08096500	1918-03-07					37.0	A						
USGS	08096500	1918-03-08					35.0	A						
USGS	08096500	1918-03-09					30.0	A						
USGS	08096500	1918-03-10					26.0	A						
USGS	08096500	1918-03-11					28.0	A						
USGS	08096500	1918-03-12					28.0	A						
USGS	08096500	1918-03-13					24.0	A						
USGS	08096500	1918-03-14					21.0	A						
USGS	08096500	1918-03-15					14.0	A						
USGS	08096500	1918-03-16					12.0	A						
USGS	08096500	1918-03-17					11.0	A						
USGS	08096500	1918-03-18					12.0	A						
USGS	08096500	1918-03-19					14.0	A						
USGS	08096500	1918-03-20					11.0	A						
USGS	08096500	1918-03-21					12.0	A						
USGS	08096500	1918-03-22					14.0	A						
USGS	08096500	1918-03-23					12.0	A						
USGS	08096500	1918-03-24					11.0	A						
USGS	08096500	1918-03-25					9.80	A						
USGS	08096500	1918-03-26					11.0	A						
USGS	08096500	1918-03-27					15.0	A						
USGS	08096500	1918-03-28					10.0	A						
USGS	08096500	1918-03-29					10.0	A						
USGS	08096500	1918-03-30					9.20	A						
USGS	08096500	1918-03-31					8.60	A						
USGS	08096500	1918-04-01					165	A						
USGS	08096500	1918-04-02					165	A						
USGS	08096500	1918-04-03					95.0	A						
USGS	08096500	1918-04-04					374	A						
USGS	08096500	1918-04-05					668	A						
USGS	08096500	1918-04-06					4720	A						
USGS	08096500	1918-04-07					1720	A						
USGS	08096500	1918-04-08					703	A						
USGS	08096500	1918-04-09					395	A						
USGS	08096500	1918-04-10					763	A						
USGS	08096500	1918-04-11					3080	A						
USGS	08096500	1918-04-12					2190	A						
USGS	08096500	1918-04-13					2370	A						
USGS	08096500	1918-04-14					10000	A						
USGS	08096500	1918-04-15					16300	A						
USGS	08096500	1918-04-16					9150	A						
USGS	08096500	1918-04-17					7430	A						
USGS	08096500	1918-04-18					6430	A						
USGS	08096500	1918-04-19					10800	A						
USGS	08096500	1918-04-20					4760	A						
USGS	08096500	1918-04-21					3200	A						
USGS	08096500	1918-04-22					2000	A						
USGS	08096500	1918-04-23					1540	A						
USGS	08096500	1918-04-24					1290	A						
USGS	08096500	1918-04-25					1140	A						
USGS	08096500	1918-04-26					1880	A						
USGS	08096500	1918-04-27					1250	A						
USGS	08096500	1918-04-28					836	A						
USGS	08096500	1918-04-29					2910	A						
USGS	08096500	1918-04-30					1230	A						
USGS	08096500	1918-05-01					932	A						
USGS	08096500	1918-05-02					662	A						
USGS	08096500	1918-05-03					590	A						
USGS	08096500	1918-05-04					468	A						
USGS	08096500	1918-05-05					459	A						
USGS	08096500	1918-05-06					399	A						
USGS	08096500	1918-05-07					300	A						
USGS	08096500	1918-05-08					246	A						
USGS	08096500	1918-05-09					205	A						
USGS	08096500	1918-05-10					178	A						
USGS	08096500	1918-05-11					143	A						
USGS	08096500	1918-05-12					143	A						
USGS	08096500	1918-05-13					292	A						
USGS	08096500	1918-05-14					782	A						
USGS	08096500	1918-05-15					445	A						
USGS	08096500	1918-05-16					215	A						
USGS	08096500	1918-05-17					137	A						
USGS	08096500	1918-05-18					3530	A						
USGS	08096500	1918-05-19					7870	A						
USGS	08096500	1918-05-20					6360	A						
USGS	08096500	1918-05-21					10500	A						
USGS	08096500	1918-05-22					9520	A						
USGS	08096500	1918-05-23					7190	A						
USGS	08096500	1918-05-24					9960	A						
USGS	08096500	1918-05-25					10000	A						
USGS	08096500	1918-05-26					5310	A						
USGS	08096500	1918-05-27					2900	A						
USGS	08096500	1918-05-28					1810	A						
USGS	08096500	1918-05-29					1270	A						
USGS	08096500	1918-05-30					932	A						
USGS	08096500	1918-05-31					732	A						
USGS	08096500	1918-06-01					584	A						
USGS	08096500	1918-06-02					877	A						
USGS	08096500	1918-06-03					1520	A						
USGS	08096500	1918-06-04					1880	A						
USGS	08096500	1918-06-05					1520	A						
USGS	08096500	1918-06-06					1290	A						
USGS	08096500	1918-06-07					918	A						
USGS	08096500	1918-06-08					488	A						
USGS	08096500	1918-06-09					374	A						
USGS	08096500	1918-06-10					5130	A						
USGS	08096500	1918-06-11					16000	A						
USGS	08096500	1918-06-12					11400	A						
USGS	08096500	1918-06-13					7740	A						
USGS	08096500	1918-06-14					5970	A						
USGS	08096500	1918-06-15					5330	A						
USGS	08096500	1918-06-16					4890	A						
USGS	08096500	1918-06-17					3620	A						
USGS	08096500	1918-06-18					3150	A						
USGS	08096500	1918-06-19					2410	A						
USGS	08096500	1918-06-20					1820	A						
USGS	08096500	1918-06-21					1390	A						
USGS	08096500	1918-06-22					1350	A						
USGS	08096500	1918-06-23					1320	A						
USGS	08096500	1918-06-24					1300	A						
USGS	08096500	1918-06-25					1270	A						
USGS	08096500	1918-06-26					1260	A						
USGS	08096500	1918-06-27					1450	A						
USGS	08096500	1918-06-28					1310	A						
USGS	08096500	1918-06-29					1270	A						
USGS	08096500	1918-06-30					1250	A						
USGS	08096500	1918-07-01					1230	A						
USGS	08096500	1918-07-02					800	A						
USGS	08096500	1918-07-03					369	A						
USGS	08096500	1918-07-04					236	A						
USGS	08096500	1918-07-05					181	A						
USGS	08096500	1918-07-06					119	A						
USGS	08096500	1918-07-07					86.0	A						
USGS	08096500	1918-07-08					61.0	A						
USGS	08096500	1918-07-09					6.00	A						
USGS	08096500	1918-07-10					162	A						
USGS	08096500	1918-07-11					243	A						
USGS	08096500	1918-07-12					181	A						
USGS	08096500	1918-07-13					146	A						
USGS	08096500	1918-07-14					445	A						
USGS	08096500	1918-07-15					320	A						
USGS	08096500	1918-07-16					361	A						
USGS	08096500	1918-07-17					265	A						
USGS	08096500	1918-07-18					172	A						
USGS	08096500	1918-07-19					95.0	A						
USGS	08096500	1918-07-20					66.0	A						
USGS	08096500	1918-07-21					152	A						
USGS	08096500	1918-07-22					344	A						
USGS	08096500	1918-07-23					246	A						
USGS	08096500	1918-07-24					185	A						
USGS	08096500	1918-07-25					146	A						
USGS	08096500	1918-07-26					143	A						
USGS	08096500	1918-07-27					116	A						
USGS	08096500	1918-07-28					86.0	A						
USGS	08096500	1918-07-29					59.0	A						
USGS	08096500	1918-07-30					32.0	A						
USGS	08096500	1918-07-31					18.0	A						
USGS	08096500	1918-08-01					11.0	A						
USGS	08096500	1918-08-02					8.20	A						
USGS	08096500	1918-08-03					7.20	A						
USGS	08096500	1918-08-04					6.20	A						
USGS	08096500	1918-08-05					4.20	A						
USGS	08096500	1918-08-06					2.50	A						
USGS	08096500	1918-08-07					2.00	A						
USGS	08096500	1918-08-08					1.40	A						
USGS	08096500	1918-08-09					0.80	A						
USGS	08096500	1918-08-10					0.80	A						
USGS	08096500	1918-08-11					0.90	A						
USGS	08096500	1918-08-12					0.90	A						
USGS	08096500	1918-08-13					1.00	A						
USGS	08096500	1918-08-14					0.70	A						
USGS	08096500	1918-08-15					0.60	A						
USGS	08096500	1918-08-16					0.10	A						
USGS	08096500	1918-08-17					0.50	A						
USGS	08096500	1918-08-18					0.10	A						
USGS	08096500	1918-08-19					0.10	A						
USGS	08096500	1918-08-20					0.00	A						
USGS	08096500	1918-08-21					0.00	A						
USGS	08096500	1918-08-22					0.50	A						
USGS	08096500	1918-08-23					3.40	A						
USGS	08096500	1918-08-24					1.50	A						
USGS	08096500	1918-08-25					7.60	A						
USGS	08096500	1918-08-26					6.40	A						
USGS	08096500	1918-08-27					3.80	A						
USGS	08096500	1918-08-28					4.80	A						
USGS	08096500	1918-08-29					3.70	A						
USGS	08096500	1918-08-30					2.20	A						
USGS	08096500	1918-08-31					1.10	A						
USGS	08096500	1918-09-01					1.10	A						
USGS	08096500	1918-09-02					0.40	A						
USGS	08096500	1918-09-03					0.50	A						
USGS	08096500	1918-09-04					0.60	A						
USGS	08096500	1918-09-05					6.20	A						
USGS	08096500	1918-09-06					11700	A						
USGS	08096500	1918-09-07					13400	A						
USGS	08096500	1918-09-08					11700	A						
USGS	08096500	1918-09-09					6650	A						
USGS	08096500	1918-09-10					4870	A						
USGS	08096500	1918-09-11					3470	A						
USGS	08096500	1918-09-12					2370	A						
USGS	08096500	1918-09-13					1730	A						
USGS	08096500	1918-09-14					1330	A						
USGS	08096500	1918-09-15					1080	A						
USGS	08096500	1918-09-16					884	A						
USGS	08096500	1918-09-17					732	A						
USGS	08096500	1918-09-18					606	A						
USGS	08096500	1918-09-19					623	A						
USGS	08096500	1918-09-20					1100	A						
USGS	08096500	1918-09-21					552	A						
USGS	08096500	1918-09-22					918	A						
USGS	08096500	1918-09-23					836	A						
USGS	08096500	1918-09-24					2750	A						
USGS	08096500	1918-09-25					3290	A						
USGS	08096500	1918-09-26					3690	A						
USGS	08096500	1918-09-27					2740	A						
USGS	08096500	1918-09-28					1610	A						
USGS	08096500	1918-09-29					953	A						
USGS	08096500	1918-09-30					697	A						
USGS	08096500	1918-10-01					501	A						
USGS	08096500	1918-10-02					390	A						
USGS	08096500	1918-10-03					314	A						
USGS	08096500	1918-10-04					265	A						
USGS	08096500	1918-10-05					230	A						
USGS	08096500	1918-10-06					200	A						
USGS	08096500	1918-10-07					174	A						
USGS	08096500	1918-10-08					159	A						
USGS	08096500	1918-10-09					140	A						
USGS	08096500	1918-10-10					123	A						
USGS	08096500	1918-10-11					113	A						
USGS	08096500	1918-10-12					106	A						
USGS	08096500	1918-10-13					108	A						
USGS	08096500	1918-10-14					95.0	A						
USGS	08096500	1918-10-15					81.0	A						
USGS	08096500	1918-10-16					75.0	A						
USGS	08096500	1918-10-17					554	A						
USGS	08096500	1918-10-18					3720	A						
USGS	08096500	1918-10-19					3440	A						
USGS	08096500	1918-10-20					2690	A						
USGS	08096500	1918-10-21					2060	A						
USGS	08096500	1918-10-22					3640	A						
USGS	08096500	1918-10-23					6720	A						
USGS	08096500	1918-10-24					4840	A						
USGS	08096500	1918-10-25					9380	A						
USGS	08096500	1918-10-26					11800	A						
USGS	08096500	1918-10-27					16400	A						
USGS	08096500	1918-10-28					10100	A						
USGS	08096500	1918-10-29					23900	A						
USGS	08096500	1918-10-30					27100	A						
USGS	08096500	1918-10-31					12600	A						
USGS	08096500	1918-11-01					8210	A						
USGS	08096500	1918-11-02					6420	A						
USGS	08096500	1918-11-03					4860	A						
USGS	08096500	1918-11-04					3660	A						
USGS	08096500	1918-11-05					2990	A						
USGS	08096500	1918-11-06					2450	A						
USGS	08096500	1918-11-07					7120	A						
USGS	08096500	1918-11-08					89700	A						
USGS	08096500	1918-11-09					99800	A						
USGS	08096500	1918-11-10					24500	A						
USGS	08096500	1918-11-11					15700	A						
USGS	08096500	1918-11-12					10900	A						
USGS	08096500	1918-11-13					7250	A						
USGS	08096500	1918-11-14					5220	A						
USGS	08096500	1918-11-15					13800	A						
USGS	08096500	1918-11-16					12700	A						
USGS	08096500	1918-11-17					3780	A						
USGS	08096500	1918-11-18					2840	A						
USGS	08096500	1918-11-19					2220	A						
USGS	08096500	1918-11-20					1780	A						
USGS	08096500	1918-11-21					1470	A						
USGS	08096500	1918-11-22					1290	A						
USGS	08096500	1918-11-23					1170	A						
USGS	08096500	1918-11-24					1080	A						
USGS	08096500	1918-11-25					1010	A						
USGS	08096500	1918-11-26					1080	A						
USGS	08096500	1918-11-27					1080	A						
USGS	08096500	1918-11-28					1170	A						
USGS	08096500	1918-11-29					1690	A						
USGS	08096500	1918-11-30					1900	A						
USGS	08096500	1918-12-01					1490	A						
USGS	08096500	1918-12-02					1500	A						
USGS	08096500	1918-12-03					1340	A						
USGS	08096500	1918-12-04					1070	A						
USGS	08096500	1918-12-05					928	A						
USGS	08096500	1918-12-06					838	A						
USGS	08096500	1918-12-07					786	A						
USGS	08096500	1918-12-08					737	A						
USGS	08096500	1918-12-09					681	A						
USGS	08096500	1918-12-10					612	A						
USGS	08096500	1918-12-11					566	A						
USGS	08096500	1918-12-12					572	A						
USGS	08096500	1918-12-13					16200	A						
USGS	08096500	1918-12-14					6830	A						
USGS	08096500	1918-12-15					2120	A						
USGS	08096500	1918-12-16					1410	A						
USGS	08096500	1918-12-17					1160	A						
USGS	08096500	1918-12-18					1010	A						
USGS	08096500	1918-12-19					1020	A						
USGS	08096500	1918-12-20					4740	A						
USGS	08096500	1918-12-21					8430	A						
USGS	08096500	1918-12-22					3800	A						
USGS	08096500	1918-12-23					24600	A						
USGS	08096500	1918-12-24					42400	A						
USGS	08096500	1918-12-25					23500	A						
USGS	08096500	1918-12-26					16800	A						
USGS	08096500	1918-12-27					9890	A						
USGS	08096500	1918-12-28					5930	A						
USGS	08096500	1918-12-29					4560	A						
USGS	08096500	1918-12-30					4100	A						
USGS	08096500	1918-12-31					3560	A						
USGS	08096500	1919-01-01					2990	A						
USGS	08096500	1919-01-02					2320	A						
USGS	08096500	1919-01-03					1790	A						
USGS	08096500	1919-01-04					1460	A						
USGS	08096500	1919-01-05					1280	A						
USGS	08096500	1919-01-06					1170	A						
USGS	08096500	1919-01-07					1090	A						
USGS	08096500	1919-01-08					1020	A						
USGS	08096500	1919-01-09					898	A						
USGS	08096500	1919-01-10					765	A						
USGS	08096500	1919-01-11					667	A						
USGS	08096500	1919-01-12					600	A						
USGS	08096500	1919-01-13					543	A						
USGS	08096500	1919-01-14					501	A						
USGS	08096500	1919-01-15					606	A						
USGS	08096500	1919-01-16					1740	A						
USGS	08096500	1919-01-17					4070	A						
USGS	08096500	1919-01-18					9320	A						
USGS	08096500	1919-01-19					8540	A						
USGS	08096500	1919-01-20					7350	A						
USGS	08096500	1919-01-21					7220	A						
USGS	08096500	1919-01-22					12100	A						
USGS	08096500	1919-01-23					25300	A						
USGS	08096500	1919-01-24					17600	A						
USGS	08096500	1919-01-25					11200	A						
USGS	08096500	1919-01-26					10100	A						
USGS	08096500	1919-01-27					8820	A						
USGS	08096500	1919-01-28					13700	A						
USGS	08096500	1919-01-29					9380	A						
USGS	08096500	1919-01-30					9090	A						
USGS	08096500	1919-01-31					7720	A						
USGS	08096500	1919-02-01					5610	A						
USGS	08096500	1919-02-02					10900	A						
USGS	08096500	1919-02-03					19600	A						
USGS	08096500	1919-02-04					9890	A						
USGS	08096500	1919-02-05					6700	A						
USGS	08096500	1919-02-06					5480	A						
USGS	08096500	1919-02-07					4680	A						
USGS	08096500	1919-02-08					4760	A						
USGS	08096500	1919-02-09					4140	A						
USGS	08096500	1919-02-10					3540	A						
USGS	08096500	1919-02-11					3260	A						
USGS	08096500	1919-02-12					2980	A						
USGS	08096500	1919-02-13					2690	A						
USGS	08096500	1919-02-14					2520	A						
USGS	08096500	1919-02-15					2100	A						
USGS	08096500	1919-02-16					1890	A						
USGS	08096500	1919-02-17					1790	A						
USGS	08096500	1919-02-18					1820	A						
USGS	08096500	1919-02-19					1840	A						
USGS	08096500	1919-02-20					2240	A						
USGS	08096500	1919-02-21					2320	A						
USGS	08096500	1919-02-22					1990	A						
USGS	08096500	1919-02-23					1770	A						
USGS	08096500	1919-02-24					1610	A						
USGS	08096500	1919-02-25					1510	A						
USGS	08096500	1919-02-26					1430	A						
USGS	08096500	1919-02-27					1350	A						
USGS	08096500	1919-02-28					1290	A						
USGS	08096500	1919-03-01					1200	A						
USGS	08096500	1919-03-02					1150	A						
USGS	08096500	1919-03-03					1110	A						
USGS	08096500	1919-03-04					1080	A						
USGS	08096500	1919-03-05					1090	A						
USGS	08096500	1919-03-06					1090	A						
USGS	08096500	1919-03-07					1010	A						
USGS	08096500	1919-03-08					1060	A						
USGS	08096500	1919-03-09					1130	A						
USGS	08096500	1919-03-10					1050	A						
USGS	08096500	1919-03-11					942	A						
USGS	08096500	1919-03-12					890	A						
USGS	08096500	1919-03-13					838	A						
USGS	08096500	1919-03-14					830	A						
USGS	08096500	1919-03-15					830	A						
USGS	08096500	1919-03-16					1250	A						
USGS	08096500	1919-03-17					1070	A						
USGS	08096500	1919-03-18					920	A						
USGS	08096500	1919-03-19					765	A						
USGS	08096500	1919-03-20					695	A						
USGS	08096500	1919-03-21					648	A						
USGS	08096500	1919-03-22					636	A						
USGS	08096500	1919-03-23					630	A						
USGS	08096500	1919-03-24					667	A						
USGS	08096500	1919-03-25					8830	A						
USGS	08096500	1919-03-26					4740	A						
USGS	08096500	1919-03-27					2550	A						
USGS	08096500	1919-03-28					4880	A						
USGS	08096500	1919-03-29					7580	A						
USGS	08096500	1919-03-30					23100	A						
USGS	08096500	1919-03-31					33800	A						
USGS	08096500	1919-04-01					10600	A						
USGS	08096500	1919-04-02					6990	A						
USGS	08096500	1919-04-03					10400	A						
USGS	08096500	1919-04-04					9420	A						
USGS	08096500	1919-04-05					6700	A						
USGS	08096500	1919-04-06					4820	A						
USGS	08096500	1919-04-07					4380	A						
USGS	08096500	1919-04-08					7800	A						
USGS	08096500	1919-04-09					10800	A						
USGS	08096500	1919-04-10					8210	A						
USGS	08096500	1919-04-11					4740	A						
USGS	08096500	1919-04-12					3500	A						
USGS	08096500	1919-04-13					3040	A						
USGS	08096500	1919-04-14					2450	A						
USGS	08096500	1919-04-15					2010	A						
USGS	08096500	1919-04-16					4000	A						
USGS	08096500	1919-04-17					3420	A						
USGS	08096500	1919-04-18					2450	A						
USGS	08096500	1919-04-19					1980	A						
USGS	08096500	1919-04-20					1610	A						
USGS	08096500	1919-04-21					1300	A						
USGS	08096500	1919-04-22					1070	A						
USGS	08096500	1919-04-23					890	A						
USGS	08096500	1919-04-24					751	A						
USGS	08096500	1919-04-25					636	A						
USGS	08096500	1919-04-26					554	A						
USGS	08096500	1919-04-27					490	A						
USGS	08096500	1919-04-28					490	A						
USGS	08096500	1919-04-29					8260	A						
USGS	08096500	1919-04-30					7980	A						
USGS	08096500	1919-05-01					14700	A						
USGS	08096500	1919-05-02					7700	A						
USGS	08096500	1919-05-03					6760	A						
USGS	08096500	1919-05-04					4940	A						
USGS	08096500	1919-05-05					3680	A						
USGS	08096500	1919-05-06					5160	A						
USGS	08096500	1919-05-07					4560	A						
USGS	08096500	1919-05-08					7450	A						
USGS	08096500	1919-05-09					3460	A						
USGS	08096500	1919-05-10					15200	A						
USGS	08096500	1919-05-11					10800	A						
USGS	08096500	1919-05-12					8000	A						
USGS	08096500	1919-05-13					7550	A						
USGS	08096500	1919-05-14					8820	A						
USGS	08096500	1919-05-15					9090	A						
USGS	08096500	1919-05-16					8870	A						
USGS	08096500	1919-05-17					12000	A						
USGS	08096500	1919-05-18					10300	A						
USGS	08096500	1919-05-19					9320	A						
USGS	08096500	1919-05-20					8900	A						
USGS	08096500	1919-05-21					13300	A						
USGS	08096500	1919-05-22					8430	A						
USGS	08096500	1919-05-23					5370	A						
USGS	08096500	1919-05-24					4700	A						
USGS	08096500	1919-05-25					5180	A						
USGS	08096500	1919-05-26					4380	A						
USGS	08096500	1919-05-27					9530	A						
USGS	08096500	1919-05-28					13900	A						
USGS	08096500	1919-05-29					22300	A						
USGS	08096500	1919-05-30					21600	A						
USGS	08096500	1919-05-31					16900	A						
USGS	08096500	1919-06-01					11100	A						
USGS	08096500	1919-06-02					8130	A						
USGS	08096500	1919-06-03					5660	A						
USGS	08096500	1919-06-04					4010	A						
USGS	08096500	1919-06-05					3080	A						
USGS	08096500	1919-06-06					2630	A						
USGS	08096500	1919-06-07					2220	A						
USGS	08096500	1919-06-08					1830	A						
USGS	08096500	1919-06-09					1610	A						
USGS	08096500	1919-06-10					2050	A						
USGS	08096500	1919-06-11					2620	A						
USGS	08096500	1919-06-12					1770	A						
USGS	08096500	1919-06-13					1240	A						
USGS	08096500	1919-06-14					1050	A						
USGS	08096500	1919-06-15					950	A						
USGS	08096500	1919-06-16					1190	A						
USGS	08096500	1919-06-17					3020	A						
USGS	08096500	1919-06-18					2380	A						
USGS	08096500	1919-06-19					3800	A						
USGS	08096500	1919-06-20					9590	A						
USGS	08096500	1919-06-21					24000	A						
USGS	08096500	1919-06-22					24000	A						
USGS	08096500	1919-06-23					24000	A						
USGS	08096500	1919-06-24					24000	A						
USGS	08096500	1919-06-25					24000	A						
USGS	08096500	1919-06-26					24000	A						
USGS	08096500	1919-06-27					24000	A						
USGS	08096500	1919-06-28					24000	A						
USGS	08096500	1919-06-29					12300	A						
USGS	08096500	1919-06-30					9860	A						
USGS	08096500	1919-07-01					10200	A						
USGS	08096500	1919-07-02					7580	A						
USGS	08096500	1919-07-03					4800	A						
USGS	08096500	1919-07-04					4140	A						
USGS	08096500	1919-07-05					3420	A						
USGS	08096500	1919-07-06					3220	A						
USGS	08096500	1919-07-07					3060	A						
USGS	08096500	1919-07-08					2900	A						
USGS	08096500	1919-07-09					2330	A						
USGS	08096500	1919-07-10					1990	A						
USGS	08096500	1919-07-11					1680	A						
USGS	08096500	1919-07-12					1420	A						
USGS	08096500	1919-07-13					1200	A						
USGS	08096500	1919-07-14					1010	A						
USGS	08096500	1919-07-15					882	A						
USGS	08096500	1919-07-16					786	A						
USGS	08096500	1919-07-17					1090	A						
USGS	08096500	1919-07-18					1380	A						
USGS	08096500	1919-07-19					860	A						
USGS	08096500	1919-07-20					716	A						
USGS	08096500	1919-07-21					6700	A						
USGS	08096500	1919-07-22					10700	A						
USGS	08096500	1919-07-23					23600	A						
USGS	08096500	1919-07-24					19800	A						
USGS	08096500	1919-07-25					10200	A						
USGS	08096500	1919-07-26					8840	A						
USGS	08096500	1919-07-27					8620	A						
USGS	08096500	1919-07-28					7650	A						
USGS	08096500	1919-07-29					5410	A						
USGS	08096500	1919-07-30					4010	A						
USGS	08096500	1919-07-31					3170	A						
USGS	08096500	1919-08-01					2560	A						
USGS	08096500	1919-08-02					2090	A						
USGS	08096500	1919-08-03					1760	A						
USGS	08096500	1919-08-04					1560	A						
USGS	08096500	1919-08-05					1380	A						
USGS	08096500	1919-08-06					1180	A						
USGS	08096500	1919-08-07					974	A						
USGS	08096500	1919-08-08					943	A						
USGS	08096500	1919-08-09					912	A						
USGS	08096500	1919-08-10					1840	A						
USGS	08096500	1919-08-11					1760	A						
USGS	08096500	1919-08-12					1680	A						
USGS	08096500	1919-08-13					1600	A						
USGS	08096500	1919-08-14					1520	A						
USGS	08096500	1919-08-15					1440	A						
USGS	08096500	1919-08-16					1370	A						
USGS	08096500	1919-08-17					1290	A						
USGS	08096500	1919-08-18					1210	A						
USGS	08096500	1919-08-19					1130	A						
USGS	08096500	1919-08-20					1460	A						
USGS	08096500	1919-08-21					28300	A						
USGS	08096500	1919-08-22					21500	A						
USGS	08096500	1919-08-23					11700	A						
USGS	08096500	1919-08-24					13700	A						
USGS	08096500	1919-08-25					7650	A						
USGS	08096500	1919-08-26					7220	A						
USGS	08096500	1919-08-27					4460	A						
USGS	08096500	1919-08-28					4440	A						
USGS	08096500	1919-08-29					3660	A						
USGS	08096500	1919-08-30					2810	A						
USGS	08096500	1919-08-31					2200	A						
USGS	08096500	1919-09-01					1830	A						
USGS	08096500	1919-09-02					1730	A						
USGS	08096500	1919-09-03					1850	A						
USGS	08096500	1919-09-04					1500	A						
USGS	08096500	1919-09-05					1320	A						
USGS	08096500	1919-09-06					1220	A						
